"Tweet","Continent"
"i should be a proud owner of the iphone 5s soon","NorthAmerica"
"dad i know you read this since you follow me on twitter i think its time for the iphone 5s","NorthAmerica"
"very happy with my iphone5s upgrade surprised how light it is apple","Europe"
"i love my iphone 5s","NorthAmerica"
"win an iphone 5s with protect your bubble follow protectyrbubble and rt for a chance to win","NorthAmerica"
"i need a new phone preferably the iphone 5s wishlist","NorthAmerica"
"id only get an iphone 5s because of the os and ui i just like the technology but ehhh android wins still its motion censored ","NorthAmerica"
"obeymebxtch new phone next week iphone 5 5s 5c or na ","NorthAmerica"
"my rose goldwhite iphone 5s is currently en route to my house early christmas present to myself from myself ","Europe"
"i thought the iphone 5 c was not as good as the iphone 5s my cousin over here bragging like it is making me second guess myself and shit","NorthAmerica"
"finally upgraded to an iphone 5s all is good with the world","Europe"
"ordered my iphone5s","NorthAmerica"
"xmas lights xmas lights cabotcircus bristol instagram iphone5s instagramer cabot circus httptcoftqfgguhnz","Europe"
"unagi lunch set at uomasa no1 lunch set in bangkok by the iphone 5s love instagood me cute httptcoki9opd9ooh","Asia"
"wickedredkisses decided im getting the iphone 5c i heard about the iphone 5s i aint with it what you heard about it","NorthAmerica"
"hannahmaisarah afzabaharudin hahahha i need buis inspirational poems btw korang baca tak dia baru tweet he needs an iphone 5s ","NULL"
"smells iphone 5s for christmas fingerscrossed hihiand a new baggggg ahmagerdddd christmas please comes early","Europe"
"thomv2 got an iphone 5s 4g today bestweekever","Europe"
"going to turn in my perfect iphone and upgrade to my gold 32 gb iphone 5s new baby coming soon","NorthAmerica"
"i think the iphone 5c is trash iphone 5s ","NorthAmerica"
"got that new iphone5s today for free","NorthAmerica"
"woodsys new iphone 5s case it is now kitchen proof tenby dinbychypysgod httptcofng3p4mnwv","Europe"
"anybody got a iphone 5s car adapter","NorthAmerica"
"new iphone 5s heck yes","NorthAmerica"
"fuck it gonna get an iphone 5s to compliment my ipad air applefan","Europe"
"touch i need a new pair beatsbydre get the beats to match your iphone 5s introducing our new special edition urbeats","Europe"
"theiphoneprobz my relationship is like an iphone 5s i dont have an iphone 5s lottiekouset","Europe"
"in love with my beautiful new gold iphone 5s happy early birthday to me","NorthAmerica"
"so my iphone is now fixed and i have a gold iphone 5s","NorthAmerica"
"which is the better iphone folks 5c or 5s contract due soon thats all","Europe"
"i just want my iphone 5s in space gray","NorthAmerica"
"timcook iphone 4s camera is still running good what do you think id do with an iphone 5s nofilter nice httptcojeylnmta6h","Europe"
"i wanted to buy the iphone 5s ","NorthAmerica"
"and so it begins winteriscomimg snow toocold tooearly iphone5s backyard of the lodge at marion httptco7xhtfhsl7j","NorthAmerica"
"i fancy a gold iphone 5s","Europe"
"ive done so much sanding today that i must have rubbed my thumb print off my iphone 5s wont recognise my thumb scan now diysaturday","Europe"
"i want an iphone 5 or 5s for christmas ","NorthAmerica"
"finally got my gold iphone 5s i love it apple iphone5s earlychristmaspresent httptcoz1wfx8vbdt","NorthAmerica"
"iphone 5s true religion jeans ","NorthAmerica"
"finally moved over to the dark side today and got me an iphone 5s httptcolz7mzpmra1","Africa"
"busting a iphone 5s in gold well posh inhardwicke","Europe"
"nataniwbu ughhhh idk if i want the iphone 5s or the 5c help pls 5s","NorthAmerica"
"just found out my iphone 5s purchase was declined and i have no idea why i need to check my email more often ugh","NorthAmerica"
"i dont understand how people can go out buying iphone 5s and ps4s but dont have enough money for food or bills smh","NorthAmerica"
"omg oomf bf got the iphone5s i want it","NorthAmerica"
"i want the iphone 5s its bootiful","NorthAmerica"
"pretty sure my moms getting me an iphone 5s because she is being super sketchy on why she is at verizon","NorthAmerica"
"just got my new iphone 5s d","NorthAmerica"
"iphone 5s loops httptcoj3qkj9vpjr","SouthAmerica"
"amazon mailed me the wrong phone case for a i phone 5 5s 5c 10 anyone wanna buy it from me httptcomnpcfyxhjl","NorthAmerica"
"get a minimum 100 best buy gift card after you trade a working iphone 4 4s or 5 and use it towards an iphone 5s or 5c ilovegold ","NorthAmerica"
"motion tracking is great on the iphone 5s but has anyone figured out how to get the phone in and out of their body cavity quickly","Asia"
"i want my iphone 5s christmascomenow ","NorthAmerica"
"ahhhh getting the iphone 5s in the morning uncleisahero","Europe"
"at the christmas bazaar germantradition iphone5s yyc st boniface parish httptco3piuxvucll","NorthAmerica"
"mini noir mini minicooper countryman iphone5s yyc crowfoot ctrain httptco0a176ffj3q","NorthAmerica"
"toms hardwareapple now selling unlocked simfree iphones onlinehttptcolveuz2qg5l","Asia"
"whoathatskia i knooow iphone killer lmao im getting my upgrade early tho probably in february iphone 5s beetch","NorthAmerica"
"at the apple store doing the deed iphone5s","NorthAmerica"
"skeemo09 get yourself an iphone 5s mate","Europe"
"bout to get this young iphone 5s lol","NorthAmerica"
"on that iphone 5s stat finally","NorthAmerica"
"finally out a case on my baby now shes not naked iphone5s","NorthAmerica"
"can i just get the iphone 5s or the iphone 5c i dont even care pls","NorthAmerica"
"debating whether i should go for samsung galaxy note 3 or iphone 5s","Europe"
"just got the iphone 5s amazing","Europe"
"can wait till i get my 5s iphone","Europe"
"so i got a dilemma guies iphone5s or galaxy4s hheeeellppp ","NorthAmerica"
"beats iphone 5s uggs nook hd and catching fire bday","NorthAmerica"
"iphone 5s black friday juswaitonit","NorthAmerica"
"when people have an iphone 55s they take crappy pictureshow does that even happen hahahaha","NorthAmerica"
"my mom let me get an iphone 5s case so i guess it really means im getting one friday ","NorthAmerica"
"my new iphone 5s is so beautiful ","NorthAmerica"
"gold iphone 5s pls","NorthAmerica"
"destinyyyyfaith about to get the gold iphone 5s spoiled westkeithan","NorthAmerica"
"went to thinktank in birmingham and come back with an iphone 5s how did that happen","Europe"
"i did want the iphone5c but fuck it just gonn get the iphone5s ","NorthAmerica"
"finally got the iphone 5s ","NorthAmerica"
"just bought an iphone 5s for 40 legit fb","NorthAmerica"
"dumb white chicksuggslattesinstagramsweaters scarvesimagine dragonsiphone 5sewww im so uglygive me attentionderpcycle","NorthAmerica"
"on my way to get my iphone 5s for att","NorthAmerica"
"lovin the iphone 5s","NorthAmerica"
"linettemanent loving my iphone 5s is the camara way better","NorthAmerica"
"might get the iphone 5s for my bday","NorthAmerica"
"my gold 5s iphone just got here ","NorthAmerica"
"the fact that my 10 year old neighbor has an iphone 5s and i have a flip phone sigh ","NorthAmerica"
"now part of the iphone 5s crew","NorthAmerica"
"finally got my iphone 5s ","NorthAmerica"
"awkward moment when your waiting to get your phone replaced and theres an indian guy buying 50 iphone 5s i wonder how much profit is that","NorthAmerica"
"starbuck instacool instapic iphone5s instagood instacookie coffe christmas starbucks coffee httptco0cptoixuqf","SouthAmerica"
"loving my iphone5s should have made the move earlier apple","NorthAmerica"
"my christmas list that im getting myself 1 more tatts2 iphone 5s3 siberian husky4 full wardrobe6 two flat screen tv7 condoms","NorthAmerica"
"gold iphone 5s holler","NorthAmerica"
"anyone no any shops selling iphone 5s","Europe"
"tbhtechnology gold iphone5s httptcolbvnlbyzpzi want it ","NorthAmerica"
"first tweet on the iphone 5s ","NorthAmerica"
"iphone 5s for sale httptcorkc3fcl7t9","NULL"
"first tweet off of my brand new iphone 5s","NorthAmerica"
"johnd757 got that iphone 5s doe lolwhite sliver or gold","NorthAmerica"
"getting a gold iphone 5s","NorthAmerica"
"comebackking84 iphone 5s shits on that phone compare the processors","NorthAmerica"
"att great experience today upgrading to iphone 5s using att next never had a phone upgrade go so smoothly thanks again","NorthAmerica"
"kyliegetitgirl f iphone what iphone are you getting carrie said hell have to beat your ass if it are getting the 5s","NorthAmerica"
"alicecooperr you found your iphone 5s yetcant believe you lost it omg","Europe"
"why is my iphone 5s so complicated ","NorthAmerica"
"the gold iphone 5s is so perfect ","NorthAmerica"
"my iphone 5sawesomeness teamiphone","NorthAmerica"
"dont fuck with 4g iphone5s httptcowmetohwarq","Europe"
"httptcoddd35qpwho my favorite ios 7 apis part 3 coremotion iphone 5s only","Europe"
"johnybarra95 i know iphone 5s auto correction ","NorthAmerica"
"can i have my iphone 5s now pls","NorthAmerica"
"got the iphone 5s","NorthAmerica"
"just ordered my iphone 5s im super late but oh well","NorthAmerica"
"ain no phone bills until i get an iphone 5 or 5s","NorthAmerica"
"zackarydacken someone sell me a us cellular iphone 5s httptcognkhiovxhy","NorthAmerica"
"officially team iphone5s","NorthAmerica"
"the iphone 5s takes forever to charge","NorthAmerica"
"need a 5s so only i cab get into my phone","Europe"
"gold white or black iphone 5s","NorthAmerica"
"this is the lowest my phones batterys ever been i need to charge iphone5s httptcocttja0xfhj","NorthAmerica"
"my sisters friend is in 6th grade and already has an iphone 5sspoiled","NorthAmerica"
"cant explain how much of a difference having an iphone 5s over a 4 is sofast ","NorthAmerica"
"upgraded to the iphone 5s today dont worry my tweets will still be terrible","NorthAmerica"
"might be getting iphone5s tomorrow broke nomoremoney","NorthAmerica"
"i want the white iphone 5s ","NorthAmerica"
"china mobiles iphone 5s iphone 5c set for december 18 httptcobnd5r6bpur","NorthAmerica"
"i really want an iphone 5s for xmas","NorthAmerica"
"my mom got the fucking iphone 5s and i cant even get some extensions what the fuckity fuck wow","NorthAmerica"
"kailey just got an iphone 5s ","NorthAmerica"
"sellae28 iphone 5s what the hell my parents didnt even say anything","NorthAmerica"
"ughh i dont want to wait til summer for the iphone 6 has iphone 5s erin whitegirlprobs","NorthAmerica"
"gagan is soo rich mxm iphone 5s gucci earrings n watch for her 21st","Europe"
"santa can i ask for iphone 5s im promise to be a good girl santa christmas clerys httptcoxw1uquf34e","Europe"
"love my new iphone5s","NorthAmerica"
"i just love this iphone 5s battery life all day n night","NorthAmerica"
"sprintcare any black friday deals on the iphone 5s for upgrades","NorthAmerica"
"i got the iphone 5s gold and white ","NorthAmerica"
"i really want the iphone 5s","NorthAmerica"
"why do people tweet about the nonexistent iphone 6 right after the release of the iphone 5s","NorthAmerica"
"i had a iphone 5s demo phone from work in my pocket when i got off work and had to drive all the way back to drop it off","NorthAmerica"
"wwcarr iphone 5s is where its at","NorthAmerica"
"telussupport hi can i ask you a question if im going to trade in my iphone 4s to iphone 5s do i have to buy out my contract","NorthAmerica"
"all im asking for christmas my birthday is a ford f150 4 door with a gas card over 100 thats it jk just a iphone 5s or 5c","NorthAmerica"
"its confirmed im getting the iphone 5s tomorrow gold or black","NorthAmerica"
"date night fun love mollys mygoodlife myhonestlife iphone5s photography datenight saturday httptcornuxuerhrh","NorthAmerica"
"iphone 5s for my birthday for christmas and for grad gift please hah","Asia"
"got the iphone 5s","NorthAmerica"
"omg im late on the whole galaxy note 3 i must have i have the iphone 5s and now i wanna get that but dont know whats better","NorthAmerica"
"omg im late on the whole galaxy note 3 i must have i have the iphone 5s and now i wanna get that but dont know whats better","NorthAmerica"
"my mom told me she will order my iphone 5s this week and give it to me before christmas ","NorthAmerica"
"i emotionally cannot upgrade from a 5 to 5s i actually felt like i was cheating on my phone and i felt guilty for even thinking about it wtf","NorthAmerica"
"on that iphone 5s swag fingerprint acalvert","NorthAmerica"
"mom said shell get me a iphone 5s for christmas probably yess","NorthAmerica"
"daddy got me the iphone 5s","NorthAmerica"
"or the note 3 ohyeslolaaa i swear i hate this fucking phone i gotta hurry up and get that 5s","NorthAmerica"
"babe bought me the iphone 5s best boyfriend ever love him so much mattformanmk4","NorthAmerica"
"what is that iphoneography iphonesia photooftheday iphone5iphoneonly jj iphone5sinstagood ig httptcompkch45xpt","NorthAmerica"
"found out my 12 year old sister just got herself a new iphone 5s as her first cell phone what thafffffffffff","Europe"
"finally got an iphone 5s happybelatedbirthday httptcozxuyjkqaib","NorthAmerica"
"kingroman dude who created apple iphones dead or really sick or sumshit i think 5s was the last iphone","NorthAmerica"
"my iphone 5s coming in soon ","NorthAmerica"
"this iphone 5s sucks dick","NorthAmerica"
"new iphone 5s for me and jen for our 6 year anniversary 112307 till 11232013 its been 6 years httptcoduscdkkziu","NorthAmerica"
"the space gray in the iphone 5s is awesome","NorthAmerica"
"even daddy got in on the festivities he bought an iphone 5s and a new game lol silly baghdad4life httptco04ggj5c0wm","NorthAmerica"
"so jealous of my sisters new golden iphone 5s","NorthAmerica"
"the iphone 5s is a beautiful looking phone its shiny and looks and feels great but its the inside that counts and it isnt worth 800","NorthAmerica"
"iphone 5s please ","Asia"
"harrison thatdamnranga irogue i hope a bird shits in their eye or worse on their new iphone 5s","Australia"
"eyfanzorro if that really is the iphone 6 and the iphone 5s costs r15 000 right now infact nah im chill","Africa"
"thank you mama iphone5s apple store httptco1hrogfmrlp","NULL"
"absolutely dying the owner of a broken iphone 5s but on my way to newcastle for carnage with emilydunnx ","Europe"
"beccabloops you want iphone 5s gold limited edition one my fren got last stock","NULL"
"i waaaaant anyone please pamasko nyo na saken hahaha iphone5s iphone5c apple httptcogvnp2kb0r5","Asia"
"loving my new iphone slow motion videos iphone5s gold","Europe"
"iphone 5s you wait me okayd","NULL"
"china mobile expected to launch 4g service with iphone 5s5c on december 18 httptcodrlm244bru","Asia"
"samsung galaxy s4 or iphone 5s bc both are nice having a hard time which phone wil i buy","Asia"
"thai roll special roll sushi at siam siam hotel by the iphone 5s love instagood me cute httptcocua9xqy9t6","Asia"
"a hope liamcox8 has only forgot to charge his iphone 5s in white what he can open with his finger print and not lost it last night","Europe"
"todays the day iphone5s hopefully upgrade yay woah partridge green httptcoy6wbxutjns","Europe"
"patent application for touch id shows how apple secures fingerprint information on iphone 5s biometrics httptcoclkxloedtb","Europe"
"blowingfact and some people complain about not having an iphone 5s httptco0vanlmz1tp","Europe"
"just been told to have my iphone 5s screen fixed itll cost me 200 fuck","Europe"
"rajalisyaa the iphone 6 kill me now pls httptcowvxwxge82c iphone 5s users gonna regret muahahaha","Europe"
"iphone 5s checked next is ipad mini 2","Europe"
"the human eye has around 576 megapixels compared to the iphone 5s that has only an 8 megapixel camera","Africa"
"thinking about the iphone 5s","Asia"
"and some people complain about not having an iphone 5s httptcomrgf3vn2r5","Asia"
"got a new iphone 5s spigen cases are found to be the perfect fit for those looking for style and protection httptcoaa9rsikbbq spigen","Europe"
"any user of reliance iphone 5s","Asia"
"and i am so thirsty after hearing the holy mass instamood instagood iphone5s hungergames httptconwlijpxhpq","Asia"
"zergg picture to come internet restricted to one device only and its the iphone 5s im typing on right now same gold as the iphone","Europe"
"christmas needs to hurry i wantneed the gold iphone 5s","NorthAmerica"
"just look how fast brand new iphone out those whom buy iphone5s mesti rasa rugi","NULL"
"i done fucked my phone up so im gone get the 5s","NorthAmerica"
"i think its high time that i get a new phone well christmas is coming up someone get me an iphone 5s or a nexus 5 prettyplease broke","Asia"
"by iphone 5s furniture store httptcoifjhaexw3d","Asia"
"fansite to give chanyeol an iphone5s for his bday","NULL"
"iphone 5s just crashed for the 4th time since i got it 9 days ago repetition of the same cheap hardware issues ive had with the mac","Europe"
"big bonus from my mom thank you na ka iphone5sgold32gbmanifestoyslperfume the future httptco742uskeygg","Asia"
"iphone 6 trending when i just got my 5s nice","NULL"
"httptcosatlfhanzl much slower on gs4 chrome than iphone 5s safari open link in new incognito tab pops under also vs on top in new page","NorthAmerica"
"big bonus from my mom thank you na ka iphone5sgold32gbmanifestoyslperfume the future httptcod1p84io8g0","Asia"
"china mobiles iphone 5s iphone 5c set for december 18 httptco1mc9cvq19s","Europe"
"got an iphone 5s bitches 3","NorthAmerica"
"third iphone 5s in two weeks","Europe"
"need a gold platted diamond iphone 5soboy no be beans oooh","Africa"
"my sister wants an iphone 5s shes 11","Europe"
"my phone is a fucking trip i cant wait for the 6 ima go get a 5s in a couple days","NorthAmerica"
"finally iphone 5s home httptcoevwrlf1iiq","Asia"
"hes coming to thailand harrods tea room from the knightsbridge by the iphone 5s love instagood httptcok6gl8yzxwz","Asia"
"boredadidasmehahaiphone5s weekend todayblaublue dahoamzuhausehome httptcodifywbwly7","Europe"
"there and back again on the iphone gadgets iphone5s apple smartcares igers igersmanila apps httptcogdtwkps4ou","Asia"
"saw iphone 5s i want one ","NULL"
"mattgranite laptopdesktop deals and iphone 5s for sprint deals","NorthAmerica"
"for those who bought iphone 5s ure stupid","NULL"
"in love with my new phone iphone5s 4g gold","Europe"
"iphone 5s 64gb gold please and thank you ","Asia"
"best thing about iphone 5s is being able to speak into your phone it types out everything for you on word powerpoint perf","Europe"
"i have to say i am loving my iphone 5s even got it on 4g","Europe"
"do we have iphone 5c or is just here a plastic version of iphone 5s","Asia"
"the lake started to freeze overnight its bloody cold this morning iphone5s nature lake ice httptcohcr5hovyvh","NorthAmerica"
"tbhtechnology gold iphone5s httptcoig8hejzrtb for my 19th birthday please","Asia"
"and why iphone 6 is trending kesianlah yang still line up nak bli 5s tu take it slow everybody","NULL"
"hmmm iphone 5s or galaxy note 3 gear","Asia"
"what a lobby santiago realtime iphone5s museo nacional de bellas artes httptco3hqfjzviph","SouthAmerica"
"the power of iphone5s dubai sunset the address downtown dubai httptcod6xzpbs7sk","Asia"
"loving the iphone 5s want it","NorthAmerica"
"cant wait to get a new phone man i love my 4s but im excited to get the 5s ","NorthAmerica"
"i am getting a iphone 5s woohoo","NorthAmerica"
"getting me new iphone 5s goldiphone","Europe"
"proud owner of an iphone 5s apple iphone5s httptcovzhn7vagan","NorthAmerica"
"just upgraded my phone to a gold iphone 5s cheeeeeky","Europe"
"my momma said maybe i can get the white iphone 5s by december ","NorthAmerica"
"had my iphone5s for 8days and ive just dropped it and cracked it","Europe"
"paolokhayat tu veut un iphone 5s tu ma dit httptco0yrkev4uy7 if you think this will convince anyone you got another thing coming","Asia"
"somewhere out there theres a person with a note 3 wanting an iphone 5s i hope to meet you","NorthAmerica"
"finally i got it iphone5s httptcoszyw7ratmn","Asia"
"my dads new company phone is an iphone 5s i am jealous beyond belief ","Europe"
"nothing better than treating yourself fresh nikes and iphone 5s ","Europe"
"gold iphone 5s is coming my way ","Europe"
"i want the iphone 5s","NorthAmerica"
"o2 iphone 5s and no none had to buy another 500 aswell fuming","Europe"
"omg baba called me just now and ask which color i want for iphone 5s hes going to buy for me omgggggggg am i dreaminggggg ","NULL"
"the iphone 5s takes horrible pictures im thinking about selling mine and going back to team galaxy","NorthAmerica"
"having problems in my iphone 5s receive no code after request","SouthAmerica"
"oh siri i love you iphone5s","NorthAmerica"
"chilling weekend ressoi friends at home ganja iphone5s quality boisredon httptcoy4x3ehrf8n","Europe"
"i want the iphone 5s ","NorthAmerica"
"joshaldridge14 an ipad new uggs iphone 5s michael kors watch teeth whitened ted baker bag not much you","Europe"
"what color iphone 5s should i get helppp","NorthAmerica"
"okay so lily has just got an iphone 5s thinks im jealous nope that shit got nothin on me sofabulous ","Europe"
"joining team iphone very shortlythe only question is 5s or 5c thinking the one with the plastic back may be better for me","Europe"
"anyone know how to uninstall an app on a iphone 5s ","NorthAmerica"
"iphone 5s nexus 5 ipad air 15 mbp retina 2012 imac geariamproudoff allnewgear","Asia"
"just been informed the iphone 5s is the last phone my mam or dad will ever buy me hate growing up me","Europe"
"selling iphone 5s black 16gb for 7000hkd i will personally bring it from hong kong on dec 1st factory unlocked anyone interested pls rt","Asia"
"subra30 no all the phones suck the only good phone is iphone 5s","NULL"
"get iphone 5s online its the fastest way to get the phone iphone5s","NULL"
"yay my dads getting me the gold iphone 5s","NorthAmerica"
"if ur an iphone user put ur hands up 5s","Europe"
"phone upgraded and cheaper bonus shiny new iphone 5s arriving on tuesday ill be joining the kids on 4g too oooh","Europe"
"lifeofthaboss ima buy a iphone 5s next week i cant do this alias shit nomore me too blood lol","NorthAmerica"
"definitely getting that iphone 5s","NorthAmerica"
"iphone 2g3g3gs44s55c5s6","NULL"
"wish gold iphone5s is waitin for me at the shop really need one","Asia"
"my christmas list consists of a gold iphone 5s a blue vest and chocolate","NorthAmerica"
"my christmas list consists of a gold iphone 5s a blue vest and chocolate","NorthAmerica"
"finally a phone that the top button works iphone5s","NorthAmerica"
" time instagram iphone5s instagramer cards playing friends karkabull chrissmak httptcoii34bgugwa","Europe"
"chirashi sushi cake oo by the iphone 5s love instagood me cute follow like photooftheday httptcoms5xmvcova","Asia"
"ps4 or iphone 5s and the price are all the same","Asia"
"play station 4 on an iphone 5s that is the question","Europe"
"chesscom fix facebook login for iphone 5s app","NorthAmerica"
"love my new gold iphone 5s ","NorthAmerica"
"whats better the iphone 5s or the htc one","Europe"
"my phone is so slow iphone 5s","Europe"
"wish someone would buy my iphone already so i can upgrade to the 5s ","Europe"
"just ordered my iphone 5s finally ","NorthAmerica"
"i need an iphone 5s","Europe"
"neraidaalexis10 iphone 5s or iphone 5c youre not getting a new phone","NorthAmerica"
"my mom said i have a choice between a iphone 5c and iphone 5s im so torn","NorthAmerica"
"the greatest way to feel gorgeous walk run sport 10km seaside iphone5sgold iphone5s httptcos2ncvihien","Asia"
"hey saranicolehixx remember that one time you got a sweet gold iphone 5s ","NorthAmerica"
"anyone wanna trade their iphone 5 or 5s for a yellow 5c","NorthAmerica"
"i want my iphone 5s nowwww","NorthAmerica"
"jessecall5 but i hear the iphone 5s has a fingerprint thing","NorthAmerica"
"lunch me foodporn puertorico ribs yummy iphone5s ipic iphonesia the wings httptco1ycik6q6oz","NorthAmerica"
"first tweet on my new iphone 5s hello twitter ","Asia"
"iphone 6 tf you mean i just got the 5s i swear apple is a mf","NorthAmerica"
"tonyjbod iphone 5s or 5c 5s bro that plastic shit boo boo cuh","NorthAmerica"
"my dad baught me the iphone 5s for christmas","NorthAmerica"
"cant wait till alcoholly buys my iphone 5s ","NorthAmerica"
"my dad bought me the iphone 5s for christmas ","NorthAmerica"
"fuck a iphone 5s ill wait until next year for the 6","NorthAmerica"
"sabuffff im getting the iphone 5s gold","NorthAmerica"
"mtnzaservice hi there is it possible to buy an iphone5s on contract excluding the airtime data etc","Africa"
"domotrendz1914 gotta get a case for this phone asap iphone 5s","NorthAmerica"
"the apple store in houston looks amazing looking iphone5s httptco4ytdnyulkd","NorthAmerica"
"first tweet from the new iphone 5s d gold iphone luckygirl","Europe"
"on my second iphone 5s and its acting up even more than the first sofuckingpissed","NorthAmerica"
"kinda want the iphone 5s","NorthAmerica"
"i made a horrible mistake i bought iphone 5s i can nt believe i m returning to complicated iphone","Asia"
"my mum just got an iphone 5s and says i dont know if i like it ok then mum","Europe"
"giveawaylphone5 were not joking we are really giving away iphone 5s to everyone who follow thelifediaries","NorthAmerica"
"have just ordered my upgrade gold iphone 5s will be delivered on wednesday gangsta","Europe"
"i want the iphone 5s","Europe"
"i want to purposely throw my phone at the wall so i have a good enough reason to buy the 5s ","NorthAmerica"
"idk if i should get my sister the iphone 5s or the c ","NorthAmerica"
"finally got an iphone 5s ","NorthAmerica"
"sadly the battery life on my cracked iphone 4 was better than this 5s annoyed","NorthAmerica"
"rt imdanilo iphone 5 of 5s 5","Europe"
"really want a gold iphone 5s","Europe"
"point pleasedrgibsoon you can buy about 2000 apples with the price of one iphone 5s","Africa"
"charj0912 i have no phone its died going tobuy an iphone 5s this week going to grans in a min but will call you when im back xxxx","Europe"
"hey aunt sue can i get a iphone 5s i dont like my galaxy s4 ya sure lets go it","NorthAmerica"
"bored restless sunday i really dont want to go out again sshall i update to ios 7 and will i regret it iphone5s ios7 ios7problems","Europe"
"im so happy rn i just ordered my fitter iphone 5s case and my momjust ordered me the iphone 5s gold","NorthAmerica"
"this is how much money my dad gave me gonna buy myself an iphone 5s httptcon79dlfyo8h","NorthAmerica"
"tesco on your website this is for the iphone 5s goldis the 49 pound just for the phone or per month help needed httptcokqeppnx7jr","Europe"
"tescophoneshop on your website this is for the iphone 5s goldis the 49 just for the phone or per month need help httptco5oqknofyvt","Europe"
"hopefully iphone 5s for christmas","NorthAmerica"
"told my dad i didnt want my iphone 5s and he said fine ill give it your brother and he actually has","Europe"
"four of my uncle and aunt already got iphone5s when am i going to get one","NULL"
"gold iphone 5s you are finally mine apple","Asia"
"thats not the iphone 6 the damn iphone 5s just came out october 1st why would they leak the new iphone 6","NorthAmerica"
"entering harlem with a macbook pro nikon dslr iphone 5s and a credit card pray for me","NorthAmerica"
"the iphone 5s camera supersedes any other camera on any other phone that ive seen iphone5s teamiphone iphoneuser","NorthAmerica"
"because the iphone 5s wasnt my birthday present or anything thanksmom httptcouli8a23bgq","NorthAmerica"
"vancouver vancity downtown waterfront sea bird sky iphone5s onlyiphone architecture color httptcoj35mz3nbns","NorthAmerica"
"i really want the gold iphone 5s yooo like soo serious","NorthAmerica"
"looking like a gold iphone 5s is coming my way ","NorthAmerica"
"iphone 5s text me 3803559 ","NorthAmerica"
"im so used to my iphone 5s fingerprint scanner that when i use my ipad i leave my finger on the home button but nothing happens","Europe"
"the iphone 5s is just a little too mainstream for me","NorthAmerica"
"i put twitter on my aunts iphone 5s and i love it lol wannabeiphoneuser lol","NorthAmerica"
"gold iphone 5s finally httptcoz7swsr0jqi","NorthAmerica"
"gold iphone 5s finally httptcogjmq2vqacl","NorthAmerica"
"im so happy i got the gold iphone 5s","NorthAmerica"
"going to get the iphone 5s gold for my birthday","NorthAmerica"
"stelioskantos iphone 5 not 5s if so hell no","NorthAmerica"
"i love my iphone5s","NorthAmerica"
"somebody buy me a live ass case for my gold iphone5s","NorthAmerica"
"ayeee so to big homie i0g team iphone 5s you get a big trey songz yup for that lol 5s","NorthAmerica"
"martinaustwick my pleasure eats battery on my iphone 5 wouldnt try it on anything older its really designed for the 5s","Australia"
"i really want to get the gold iphone 5s but what is the point if im just gonna cover it up with a case","NorthAmerica"
"i should really stick to my iphone 5s i tend to change my phones a lot ","NorthAmerica"
"my mom talking bout i aint getting nothing for christmas i aint trippin all i want is my iphone 5s in gold then im coo","NorthAmerica"
"i love my nexus 5 so glad ive switched to android gonna be fun comparing with madzaks iphone 5s camera dueling is inevitable","NorthAmerica"
"i want a new phone but i dont want the 5s anymore id rather have the 6","NorthAmerica"
"so not use to the iphone5s small screen ","NorthAmerica"
"at egyptmarriott matthewmarriott lion marriott park taken by me iphone5s lion marriott gardens httptcojb0ha5lb1g","Asia"
"from an iphone 4s to 5s a really noticeable improvement is power management seems like power never decreases when asleep in your pocket","NorthAmerica"
"i am looking forward to getting the iphone 5s the gold one","NorthAmerica"
"thesciencealert the human eye has around 576 megapixels compared to the iphone 5s that has only an 8 megapixel camera","Africa"
"after two years with my iphone 4s i changed today for my new iphone 5s 64gb gold im so happy httptco8ey8de7xts","Australia"
"hatfulofalina saw this and thought of you httptcoqpujaert9t","Europe"
"finger scan is a bad idea cant unlock my phone with my left thumb after a pike bit my finger today iphone5s httptcodds9xpr60y","Europe"
"least favorite part of the iphone 5s is the earphone jack being on the bottom really awkward to rest on your stomach while in portrait mode","NorthAmerica"
"absolutely love my iphone 5s on ee 4g but its seriously data hungry","Europe"
"heres a new iphone 5s dadyeah why didnt you give me it on christmasyour other phone is shut off nowwhy how much was this","NorthAmerica"
"iphone 5s gold flow","NorthAmerica"
"grindrsupport one is on a 4s and one on an iphone5s","Europe"
"goodbye sprint iphone 4shello att iphone 5s newphone","NorthAmerica"
"4g on the iphone 5s is just iphone5s","Europe"
"this church has the perfect amount of light santiago realtime iphone5s iglesia de san agustn httptcoopopu37dvj","SouthAmerica"
"wanted the 5s but my damn insurance wont let me get it oh well at least i wont have a pos phone anymore","NorthAmerica"
"going to get me an iphone 5s next paycheck","NorthAmerica"
"loving my new iphone 5s ","NorthAmerica"
"my iphone 5s should be hur in a week","NorthAmerica"
"probably my last photo with my iphone 4s finally upgrading to the 5s fittingly its a photo of mt httptcoruchfm9np5","NorthAmerica"
"just got an iphone 5s","NorthAmerica"
"had to travel a long way north from the isle of gprs to experience 4g on my iphone 5s httptcolzk1gejufc","Europe"
"get my iphone 5s tuesday ","NorthAmerica"
"looks good httptco5qalvupzgm androidsucks","NorthAmerica"
"yesterday i found out i can snap pics with my volume buttons iphone5s teamiphone imslow","NorthAmerica"
"iphone 5s this friday hype","NorthAmerica"
