"","Score","Tweet","Continent"
"647",0,"army stew foodfood stephaniebaoo iphone5s iphonegraphy seoul yummy httptcodskzwi9tcp","NULL"
"648",0,"iphone 5s please ","NULL"
"649",3,"just noticed that my brother has an iphone 5s","NorthAmerica"
"650",4,"okay iphone 4 iphone 4s iphone 5 iphone 5s iphone 5c hahahahaha this is my planing one day","NULL"
"651",2,"elliejohnson91 thinks shes gonna get an iphone 5s on contract for 30 per month quit now","Europe"
"652",0,"unboxing iphone5s gold backuprestorealasangkuriang cbl headquarter httptco7rl9voaswy","NULL"
"653",0,"my iphone 5s screen is cracked hate life","NorthAmerica"
"654",3,"my dad asking me what i want for christmas im shy to say that i want iphone 5s lol jdkanxjs","Asia"
"655",1,"finally i got it yeahh iphone5sthankmomloveu yeah yeahh happy httptcofqvg6cvfde","Asia"
"656",1,"mashable apple now accepts orders for unlocked iphone 5s handsets httptcobpv3sntabd via appadvice dense vuelo","NorthAmerica"
"657",-1,"buying his early christmas gift iphone5s at powermaccenter httptco6e4piibwau","Asia"
"658",0,"photos tonto dikeh flaunts her customised iphone5s rolex httptcofmzzsqxgqj","Africa"
"659",0,"i love the iphone 5s","NorthAmerica"
"660",2,"braddavies8 because i took my nan hospital she is buying me an iphone 5s wtf ","Europe"
"661",3,"my brother has had his iphone 5s for 2 days and has already lost it ","Europe"
"662",1,"i have an outdated phone blame iphone 5s ","Asia"
"663",0,"i should go to iphone 5s instead gulo","Asia"
"664",0,"iphone 5s touch id demo the home button works as the fingerprint scanner globe store httptco2tqebwtisi","Asia"
"665",0,"iphone 5s be mine please ","NULL"
"666",0,"iphone 5s yes please and thank u","Europe"
"667",1,"nike move app for iphone 5s gold united clubs httptcocuox2zuvij","Asia"
"668",-1,"ask dikelaykenodabo i just need some clarificationdoes tontos gold and diamond studded iphone 5s allows her to communicate with god","Africa"
"669",0,"just found a brilliant park alexiachris park filtonavenue instagram iphone5s instagramer httptcoose1qtiii4","Europe"
"670",0,"catching up with a good friend friends park filtonavenue instagram iphone5s instagramer love httptcofytjcksenl","Europe"
"671",0,"must be nice tazjaffer2012 but the real question is should i choose the white or gold iphone 5s ","Africa"
"672",0,"apple starts selling unlocked iphone 5s devices in the ushttptcokvidzh9qiq","Australia"
"673",4,"will a gold iphone 5s make me look cool and hip or more like a guy that sells mcat to 6th formers i cant decide","Europe"
"674",0,"ios instapic iphone5s instacool instagram instagood instamood instaview instadaily life httptcogcle7x3ihk","Europe"
"675",1,"yomoncool more like black iphone 5s sweg","NorthAmerica"
"676",3,"ooredooqatar the market is saturated with iphone 5s 32gb and you cant make it available for your customers are you an apple partner","Asia"
"677",2,"appletechgal i finally come to a decisionnexus 5 iphone 5straitor ","NorthAmerica"
"678",-1,"cheeky iphone 5s from ee touch","Europe"
"679",2,"i hope youre ready for an adventure nyc realtime iphone5s the caf grind httptcofmonbps1rx","NorthAmerica"
"680",0,"iphone 5s deki agirlastirilmis video cok hosuma gitti iloveiphone","Asia"
"681",2,"time to upgrade my phone what to get new iphone 5s or the samsung galaxy decisions ","Europe"
"682",0,"tonto dikeh flaunts her gold platted iphone diamond dotted iphone5s httptcoqpygvadwax","Africa"
"683",0,"getting a new phone today iphone 5s or galaxy note","NorthAmerica"
"684",4,"ab81 mishiechau as i type that i need to reboot my 5s because the text cursor placement tool on the phone isnt working right ugh","Asia"
"685",2,"nothing like your iphone 5s flying across the homecoming floor thank god not a scratch ","NorthAmerica"
"686",0,"iphone 5s on virgin mobile smh","NorthAmerica"
"687",0,"patent application for touch id shows how apple secures fingerprint information on iphone 5s httptcovbk8ayyhrm business marketing","Europe"
"688",0,"bhencho kis kis shakal ke log iphone 5s use kar rahe hain i never gonna buy this","Asia"
"689",1,"ooo i have a iphone 5s gold but you dont fucking answer it carlmerchant88","Europe"
"690",-1,"crazy friends recantodaterra iphone5s japan recanto da terra httptcoblbimb8jjw","Asia"
"691",2,"sprintcare morning how do i add my hotspot to my iphone5s ","NorthAmerica"
"692",0,"on two days youre mine iphone5s httptcojeeb69v4lz","Europe"
"693",0,"i want iphone 5s does anyone kind enough to donate p","NULL"
"694",1,"just found a manufacturing defect in my iphone 5s going to have to swap it out","NorthAmerica"
"695",-1,"too many selfies because i am too jakun with her iphone 5s heee nice meeting you yanaananana httptcodsayc3ky4z","NULL"
"696",1,"ajhiphop195 hopefully they can even replace an iphone 5s i have no idea how to","NorthAmerica"
"697",1,"just ordered my iphone 5s ","NorthAmerica"
"698",0,"my cousins 11 hes getting the iphone 5s wtf","NorthAmerica"
"699",0,"patent application for touch id shows how apple secures fingerprint information on iphone 5s httptcojqrwyvqk6l","Australia"
"700",7,"i really want an iphone 5s but i feel like i cant ask for one for christmas because im already getting a car for my birthday","NorthAmerica"
"701",1,"banksidebhudda bit of xmas shopping an a new iphone 5s ","Europe"
"702",0,"a bit of advice the new fingerprint id on iphone 5s doesnt work if youve just had a bath","Europe"
"703",0,"first instagram pic with my new iphone 5s jackson sleeping in esteves manor httptcotijzmmwqga","NorthAmerica"
"704",1,"now that ive a new iphone 5s need to buy loads of new charge cables to leave everywhere","Europe"
"705",0,"rlord182 finger print authentication on the iphone 5s is awesome so simple yet so effective itjustworks agreed 100","Africa"
"706",1,"love my iphone 5s","Europe"
"707",1,"setting up my iphone 5s ","NorthAmerica"
"708",3,"if he think he not getting me that ipad and iphone 5s for xmas he mos def got life fuckd up","NorthAmerica"
"709",1,"my new i phone 5s httptcoqjhmuvw6f3","Asia"
"710",1,"should i keep my iphone 5s or get a galaxy s4","NorthAmerica"
"711",0,"iphone 5s gold please ","NorthAmerica"
"712",0,"tbhtechnology gold iphone5s httptcohuvn5rmisw yes plz","NorthAmerica"
"713",2,"waking up to a iphone 5s next to my bed great way to start my morning ","NorthAmerica"
"714",1,"tbhtechnology gold iphone5s httptcokyl0zbtacm anjeliciouss this is the one ur talkng abt","Asia"
"715",1,"my 10 year old 13 year old cousins each have an iphone 5s wtf ","NorthAmerica"
"716",0,"timcook iphone 4s vamera is still running good what do you think ill do with an iphone 5s nofilter nice httptco57k2i6hflm","Europe"
"717",1,"they really did an amazing job last night sb but this pic is super clear yasss iphone5s httptcomcs82npwvf","NorthAmerica"
"718",3,"miniuk hi just wondering when will a 5s usb wire be available i think its a liberty that iphone 4 usbs r 50 without 5adaptor","Europe"
"719",3,"miniuk hi just wondering when will a 5s usb wire be available i think its a liberty that iphone 4 usbs are 50 without 5adaptor","Europe"
"720",0,"ps4 or iphone 5s hummm what yall think","NorthAmerica"
"721",0,"lukejc1 twitter yeah i have iphone 5s","NorthAmerica"
"722",-1,"check out this item i found on ebay httptcocy4v7twiee","Europe"
"723",3,"as i have been very addicted to plant vs zombies 2 i thought of buying an iphone 5s for a bigger screenuntil i realize i have a galaxys4","Asia"
"724",0,"just dropped my brand new iphone 5s in the tub badluckang","NorthAmerica"
"725",2,"lol the fact that no one can get the gold iphone 5s because theyre pretty much sold out everywhere i got my 64gig gold ","NorthAmerica"
"726",0,"could not feel anymore guilty just put my boyfriends 3 week old iphone 5s in the washing machine fml feelawful ","Europe"
"727",0,"hello shiny shiny new iphone 5s happy","Europe"
"728",1,"just treated myself to an iphone 5s ","Europe"
"729",0,"ma been trying to give me the new galaxys n iphone 5s but i wanna spoil myself this christmas with buying myself a phone accessories n all","NorthAmerica"
"730",3,"christmas list my new iphone 5s my gold watch maybe some money some bitches if you can santa ","NorthAmerica"
"731",1,"the new iphone5s gets so much colder than my old 4s ever did","NorthAmerica"
"732",0,"i should be a proud owner of the iphone 5s soon","NorthAmerica"
"733",3,"dad i know you read this since you follow me on twitter i think its time for the iphone 5s","NorthAmerica"
"734",2,"very happy with my iphone5s upgrade surprised how light it is apple","Europe"
"735",1,"i love my iphone 5s","NorthAmerica"
"736",2,"win an iphone 5s with protect your bubble follow protectyrbubble and rt for a chance to win","NorthAmerica"
"737",0,"i need a new phone preferably the iphone 5s wishlist","NorthAmerica"
"738",4,"id only get an iphone 5s because of the os and ui i just like the technology but ehhh android wins still its motion censored ","NorthAmerica"
"739",1,"obeymebxtch new phone next week iphone 5 5s 5c or na ","NorthAmerica"
"740",2,"my rose goldwhite iphone 5s is currently en route to my house early christmas present to myself from myself ","Europe"
"741",7,"i thought the iphone 5 c was not as good as the iphone 5s my cousin over here bragging like it is making me second guess myself and shit","NorthAmerica"
"742",1,"finally upgraded to an iphone 5s all is good with the world","Europe"
"743",1,"ordered my iphone5s","NorthAmerica"
"744",0,"xmas lights xmas lights cabotcircus bristol instagram iphone5s instagramer cabot circus httptcoftqfgguhnz","Europe"
"745",0,"unagi lunch set at uomasa no1 lunch set in bangkok by the iphone 5s love instagood me cute httptcoki9opd9ooh","Asia"
"746",-1,"wickedredkisses decided im getting the iphone 5c i heard about the iphone 5s i aint with it what you heard about it","NorthAmerica"
"747",1,"hannahmaisarah afzabaharudin hahahha i need buis inspirational poems btw korang baca tak dia baru tweet he needs an iphone 5s ","NULL"
"748",1,"smells iphone 5s for christmas fingerscrossed hihiand a new baggggg ahmagerdddd christmas please comes early","Europe"
"749",1,"thomv2 got an iphone 5s 4g today bestweekever","Europe"
"750",3,"going to turn in my perfect iphone and upgrade to my gold 32 gb iphone 5s new baby coming soon","NorthAmerica"
"751",0,"i think the iphone 5c is trash iphone 5s ","NorthAmerica"
"752",2,"got that new iphone5s today for free","NorthAmerica"
"753",1,"woodsys new iphone 5s case it is now kitchen proof tenby dinbychypysgod httptcofng3p4mnwv","Europe"
"754",0,"anybody got a iphone 5s car adapter","NorthAmerica"
"755",0,"new iphone 5s heck yes","NorthAmerica"
"756",3,"fuck it gonna get an iphone 5s to compliment my ipad air applefan","Europe"
"757",0,"touch i need a new pair beatsbydre get the beats to match your iphone 5s introducing our new special edition urbeats","Europe"
"758",4,"theiphoneprobz my relationship is like an iphone 5s i dont have an iphone 5s lottiekouset","Europe"
"759",1,"in love with my beautiful new gold iphone 5s happy early birthday to me","NorthAmerica"
"760",1,"so my iphone is now fixed and i have a gold iphone 5s","NorthAmerica"
"761",0,"which is the better iphone folks 5c or 5s contract due soon thats all","Europe"
"762",1,"i just want my iphone 5s in space gray","NorthAmerica"
"763",1,"timcook iphone 4s camera is still running good what do you think id do with an iphone 5s nofilter nice httptcojeylnmta6h","Europe"
"764",0,"i wanted to buy the iphone 5s ","NorthAmerica"
"765",0,"and so it begins winteriscomimg snow toocold tooearly iphone5s backyard of the lodge at marion httptco7xhtfhsl7j","NorthAmerica"
"766",0,"i fancy a gold iphone 5s","Europe"
"767",4,"ive done so much sanding today that i must have rubbed my thumb print off my iphone 5s wont recognise my thumb scan now diysaturday","Europe"
"768",3,"i want an iphone 5 or 5s for christmas ","NorthAmerica"
"769",2,"finally got my gold iphone 5s i love it apple iphone5s earlychristmaspresent httptcoz1wfx8vbdt","NorthAmerica"
"770",1,"iphone 5s true religion jeans ","NorthAmerica"
"771",0,"finally moved over to the dark side today and got me an iphone 5s httptcolz7mzpmra1","Africa"
"772",0,"busting a iphone 5s in gold well posh inhardwicke","Europe"
"773",0,"nataniwbu ughhhh idk if i want the iphone 5s or the 5c help pls 5s","NorthAmerica"
"774",1,"just found out my iphone 5s purchase was declined and i have no idea why i need to check my email more often ugh","NorthAmerica"
"775",1,"i dont understand how people can go out buying iphone 5s and ps4s but dont have enough money for food or bills smh","NorthAmerica"
"776",1,"omg oomf bf got the iphone5s i want it","NorthAmerica"
"777",1,"i want the iphone 5s its bootiful","NorthAmerica"
"778",2,"pretty sure my moms getting me an iphone 5s because she is being super sketchy on why she is at verizon","NorthAmerica"
"779",1,"just got my new iphone 5s d","NorthAmerica"
"780",0,"iphone 5s loops httptcoj3qkj9vpjr","SouthAmerica"
"781",5,"amazon mailed me the wrong phone case for a i phone 5 5s 5c 10 anyone wanna buy it from me httptcomnpcfyxhjl","NorthAmerica"
"782",3,"get a minimum 100 best buy gift card after you trade a working iphone 4 4s or 5 and use it towards an iphone 5s or 5c ilovegold ","NorthAmerica"
"783",-2,"motion tracking is great on the iphone 5s but has anyone figured out how to get the phone in and out of their body cavity quickly","Asia"
"784",1,"i want my iphone 5s christmascomenow ","NorthAmerica"
"785",0,"ahhhh getting the iphone 5s in the morning uncleisahero","Europe"
"786",-1,"at the christmas bazaar germantradition iphone5s yyc st boniface parish httptco3piuxvucll","NorthAmerica"
"787",0,"mini noir mini minicooper countryman iphone5s yyc crowfoot ctrain httptco0a176ffj3q","NorthAmerica"
"788",0,"toms hardwareapple now selling unlocked simfree iphones onlinehttptcolveuz2qg5l","Asia"
"789",2,"whoathatskia i knooow iphone killer lmao im getting my upgrade early tho probably in february iphone 5s beetch","NorthAmerica"
"790",-1,"at the apple store doing the deed iphone5s","NorthAmerica"
"791",1,"skeemo09 get yourself an iphone 5s mate","Europe"
"792",0,"bout to get this young iphone 5s lol","NorthAmerica"
"793",1,"on that iphone 5s stat finally","NorthAmerica"
"794",0,"finally out a case on my baby now shes not naked iphone5s","NorthAmerica"
"795",0,"can i just get the iphone 5s or the iphone 5c i dont even care pls","NorthAmerica"
"796",2,"debating whether i should go for samsung galaxy note 3 or iphone 5s","Europe"
"797",0,"just got the iphone 5s amazing","Europe"
"798",2,"can wait till i get my 5s iphone","Europe"
"799",0,"so i got a dilemma guies iphone5s or galaxy4s hheeeellppp ","NorthAmerica"
"800",0,"beats iphone 5s uggs nook hd and catching fire bday","NorthAmerica"
"801",0,"iphone 5s black friday juswaitonit","NorthAmerica"
"802",1,"when people have an iphone 55s they take crappy pictureshow does that even happen hahahaha","NorthAmerica"
"803",4,"my mom let me get an iphone 5s case so i guess it really means im getting one friday ","NorthAmerica"
"804",1,"my new iphone 5s is so beautiful ","NorthAmerica"
"805",0,"gold iphone 5s pls","NorthAmerica"
"806",-1,"destinyyyyfaith about to get the gold iphone 5s spoiled westkeithan","NorthAmerica"
"807",2,"went to thinktank in birmingham and come back with an iphone 5s how did that happen","Europe"
"808",1,"i did want the iphone5c but fuck it just gonn get the iphone5s ","NorthAmerica"
"809",0,"finally got the iphone 5s ","NorthAmerica"
"810",2,"just bought an iphone 5s for 40 legit fb","NorthAmerica"
"811",0,"dumb white chicksuggslattesinstagramsweaters scarvesimagine dragonsiphone 5sewww im so uglygive me attentionderpcycle","NorthAmerica"
"812",2,"on my way to get my iphone 5s for att","NorthAmerica"
"813",0,"lovin the iphone 5s","NorthAmerica"
"814",0,"linettemanent loving my iphone 5s is the camara way better","NorthAmerica"
"815",2,"might get the iphone 5s for my bday","NorthAmerica"
"816",1,"my gold 5s iphone just got here ","NorthAmerica"
"817",3,"the fact that my 10 year old neighbor has an iphone 5s and i have a flip phone sigh ","NorthAmerica"
"818",0,"now part of the iphone 5s crew","NorthAmerica"
"819",1,"finally got my iphone 5s ","NorthAmerica"
"820",4,"awkward moment when your waiting to get your phone replaced and theres an indian guy buying 50 iphone 5s i wonder how much profit is that","NorthAmerica"
"821",0,"starbuck instacool instapic iphone5s instagood instacookie coffe christmas starbucks coffee httptco0cptoixuqf","SouthAmerica"
"822",0,"loving my iphone5s should have made the move earlier apple","NorthAmerica"
"823",3,"my christmas list that im getting myself 1 more tatts2 iphone 5s3 siberian husky4 full wardrobe6 two flat screen tv7 condoms","NorthAmerica"
"824",0,"gold iphone 5s holler","NorthAmerica"
"825",0,"anyone no any shops selling iphone 5s","Europe"
"826",1,"tbhtechnology gold iphone5s httptcolbvnlbyzpzi want it ","NorthAmerica"
"827",0,"first tweet on the iphone 5s ","NorthAmerica"
"828",1,"iphone 5s for sale httptcorkc3fcl7t9","NULL"
"829",1,"first tweet off of my brand new iphone 5s","NorthAmerica"
"830",1,"johnd757 got that iphone 5s doe lolwhite sliver or gold","NorthAmerica"
"831",0,"getting a gold iphone 5s","NorthAmerica"
"832",1,"comebackking84 iphone 5s shits on that phone compare the processors","NorthAmerica"
"833",1,"att great experience today upgrading to iphone 5s using att next never had a phone upgrade go so smoothly thanks again","NorthAmerica"
"834",1,"kyliegetitgirl f iphone what iphone are you getting carrie said hell have to beat your ass if it are getting the 5s","NorthAmerica"
"835",1,"alicecooperr you found your iphone 5s yetcant believe you lost it omg","Europe"
"836",1,"why is my iphone 5s so complicated ","NorthAmerica"
"837",0,"the gold iphone 5s is so perfect ","NorthAmerica"
"838",1,"my iphone 5sawesomeness teamiphone","NorthAmerica"
"839",-1,"dont fuck with 4g iphone5s httptcowmetohwarq","Europe"
"840",3,"httptcoddd35qpwho my favorite ios 7 apis part 3 coremotion iphone 5s only","Europe"
"841",0,"johnybarra95 i know iphone 5s auto correction ","NorthAmerica"
"842",1,"can i have my iphone 5s now pls","NorthAmerica"
"843",0,"got the iphone 5s","NorthAmerica"
"844",1,"just ordered my iphone 5s im super late but oh well","NorthAmerica"
"845",2,"ain no phone bills until i get an iphone 5 or 5s","NorthAmerica"
"846",1,"zackarydacken someone sell me a us cellular iphone 5s httptcognkhiovxhy","NorthAmerica"
"847",0,"officially team iphone5s","NorthAmerica"
"848",0,"the iphone 5s takes forever to charge","NorthAmerica"
"849",2,"need a 5s so only i cab get into my phone","Europe"
"850",0,"gold white or black iphone 5s","NorthAmerica"
"851",1,"this is the lowest my phones batterys ever been i need to charge iphone5s httptcocttja0xfhj","NorthAmerica"
"852",2,"my sisters friend is in 6th grade and already has an iphone 5sspoiled","NorthAmerica"
"853",0,"cant explain how much of a difference having an iphone 5s over a 4 is sofast ","NorthAmerica"
"854",1,"upgraded to the iphone 5s today dont worry my tweets will still be terrible","NorthAmerica"
"855",0,"might be getting iphone5s tomorrow broke nomoremoney","NorthAmerica"
"856",0,"i want the white iphone 5s ","NorthAmerica"
"857",1,"china mobiles iphone 5s iphone 5c set for december 18 httptcobnd5r6bpur","NorthAmerica"
"858",2,"i really want an iphone 5s for xmas","NorthAmerica"
"859",1,"my mom got the fucking iphone 5s and i cant even get some extensions what the fuckity fuck wow","NorthAmerica"
"860",1,"kailey just got an iphone 5s ","NorthAmerica"
"861",1,"sellae28 iphone 5s what the hell my parents didnt even say anything","NorthAmerica"
"862",2,"ughh i dont want to wait til summer for the iphone 6 has iphone 5s erin whitegirlprobs","NorthAmerica"
"863",1,"gagan is soo rich mxm iphone 5s gucci earrings n watch for her 21st","Europe"
"864",2,"santa can i ask for iphone 5s im promise to be a good girl santa christmas clerys httptcoxw1uquf34e","Europe"
"865",1,"love my new iphone5s","NorthAmerica"
"866",1,"i just love this iphone 5s battery life all day n night","NorthAmerica"
"867",1,"sprintcare any black friday deals on the iphone 5s for upgrades","NorthAmerica"
"868",0,"i got the iphone 5s gold and white ","NorthAmerica"
"869",0,"i really want the iphone 5s","NorthAmerica"
"870",0,"why do people tweet about the nonexistent iphone 6 right after the release of the iphone 5s","NorthAmerica"
"871",2,"i had a iphone 5s demo phone from work in my pocket when i got off work and had to drive all the way back to drop it off","NorthAmerica"
"872",0,"wwcarr iphone 5s is where its at","NorthAmerica"
"873",1,"telussupport hi can i ask you a question if im going to trade in my iphone 4s to iphone 5s do i have to buy out my contract","NorthAmerica"
"874",1,"all im asking for christmas my birthday is a ford f150 4 door with a gas card over 100 thats it jk just a iphone 5s or 5c","NorthAmerica"
"875",1,"its confirmed im getting the iphone 5s tomorrow gold or black","NorthAmerica"
"876",-1,"date night fun love mollys mygoodlife myhonestlife iphone5s photography datenight saturday httptcornuxuerhrh","NorthAmerica"
"877",4,"iphone 5s for my birthday for christmas and for grad gift please hah","Asia"
"878",0,"got the iphone 5s","NorthAmerica"
"879",2,"omg im late on the whole galaxy note 3 i must have i have the iphone 5s and now i wanna get that but dont know whats better","NorthAmerica"
"880",2,"omg im late on the whole galaxy note 3 i must have i have the iphone 5s and now i wanna get that but dont know whats better","NorthAmerica"
"881",5,"my mom told me she will order my iphone 5s this week and give it to me before christmas ","NorthAmerica"
"882",2,"i emotionally cannot upgrade from a 5 to 5s i actually felt like i was cheating on my phone and i felt guilty for even thinking about it wtf","NorthAmerica"
"883",1,"on that iphone 5s swag fingerprint acalvert","NorthAmerica"
"884",2,"mom said shell get me a iphone 5s for christmas probably yess","NorthAmerica"
"885",1,"daddy got me the iphone 5s","NorthAmerica"
"886",1,"or the note 3 ohyeslolaaa i swear i hate this fucking phone i gotta hurry up and get that 5s","NorthAmerica"
"887",1,"babe bought me the iphone 5s best boyfriend ever love him so much mattformanmk4","NorthAmerica"
"888",1,"what is that iphoneography iphonesia photooftheday iphone5iphoneonly jj iphone5sinstagood ig httptcompkch45xpt","NorthAmerica"
"889",1,"found out my 12 year old sister just got herself a new iphone 5s as her first cell phone what thafffffffffff","Europe"
"890",1,"finally got an iphone 5s happybelatedbirthday httptcozxuyjkqaib","NorthAmerica"
"891",-1,"kingroman dude who created apple iphones dead or really sick or sumshit i think 5s was the last iphone","NorthAmerica"
"892",1,"my iphone 5s coming in soon ","NorthAmerica"
"893",0,"this iphone 5s sucks dick","NorthAmerica"
"894",4,"new iphone 5s for me and jen for our 6 year anniversary 112307 till 11232013 its been 6 years httptcoduscdkkziu","NorthAmerica"
"895",0,"the space gray in the iphone 5s is awesome","NorthAmerica"
"896",1,"even daddy got in on the festivities he bought an iphone 5s and a new game lol silly baghdad4life httptco04ggj5c0wm","NorthAmerica"
"897",0,"so jealous of my sisters new golden iphone 5s","NorthAmerica"
"898",4,"the iphone 5s is a beautiful looking phone its shiny and looks and feels great but its the inside that counts and it isnt worth 800","NorthAmerica"
"899",0,"iphone 5s please ","Asia"
"900",1,"harrison thatdamnranga irogue i hope a bird shits in their eye or worse on their new iphone 5s","Australia"
"901",2,"eyfanzorro if that really is the iphone 6 and the iphone 5s costs r15 000 right now infact nah im chill","Africa"
"902",0,"thank you mama iphone5s apple store httptco1hrogfmrlp","NULL"
"903",-1,"absolutely dying the owner of a broken iphone 5s but on my way to newcastle for carnage with emilydunnx ","Europe"
"904",1,"beccabloops you want iphone 5s gold limited edition one my fren got last stock","NULL"
"905",0,"i waaaaant anyone please pamasko nyo na saken hahaha iphone5s iphone5c apple httptcogvnp2kb0r5","Asia"
"906",0,"loving my new iphone slow motion videos iphone5s gold","Europe"
"907",2,"iphone 5s you wait me okayd","NULL"
"908",-1,"china mobile expected to launch 4g service with iphone 5s5c on december 18 httptcodrlm244bru","Asia"
"909",-1,"samsung galaxy s4 or iphone 5s bc both are nice having a hard time which phone wil i buy","Asia"
"910",0,"thai roll special roll sushi at siam siam hotel by the iphone 5s love instagood me cute httptcocua9xqy9t6","Asia"
"911",0,"a hope liamcox8 has only forgot to charge his iphone 5s in white what he can open with his finger print and not lost it last night","Europe"
"912",2,"todays the day iphone5s hopefully upgrade yay woah partridge green httptcoy6wbxutjns","Europe"
"913",0,"patent application for touch id shows how apple secures fingerprint information on iphone 5s biometrics httptcoclkxloedtb","Europe"
"914",0,"blowingfact and some people complain about not having an iphone 5s httptco0vanlmz1tp","Europe"
"915",2,"just been told to have my iphone 5s screen fixed itll cost me 200 fuck","Europe"
"916",0,"rajalisyaa the iphone 6 kill me now pls httptcowvxwxge82c iphone 5s users gonna regret muahahaha","Europe"
"917",1,"iphone 5s checked next is ipad mini 2","Europe"
"918",2,"the human eye has around 576 megapixels compared to the iphone 5s that has only an 8 megapixel camera","Africa"
"919",-1,"thinking about the iphone 5s","Asia"
"920",0,"and some people complain about not having an iphone 5s httptcomrgf3vn2r5","Asia"
"921",2,"got a new iphone 5s spigen cases are found to be the perfect fit for those looking for style and protection httptcoaa9rsikbbq spigen","Europe"
"922",0,"any user of reliance iphone 5s","Asia"
"923",0,"and i am so thirsty after hearing the holy mass instamood instagood iphone5s hungergames httptconwlijpxhpq","Asia"
"924",6,"zergg picture to come internet restricted to one device only and its the iphone 5s im typing on right now same gold as the iphone","Europe"
"925",0,"christmas needs to hurry i wantneed the gold iphone 5s","NorthAmerica"
"926",-1,"just look how fast brand new iphone out those whom buy iphone5s mesti rasa rugi","NULL"
"927",1,"i done fucked my phone up so im gone get the 5s","NorthAmerica"
"928",6,"i think its high time that i get a new phone well christmas is coming up someone get me an iphone 5s or a nexus 5 prettyplease broke","Asia"
"929",0,"by iphone 5s furniture store httptcoifjhaexw3d","Asia"
"930",2,"fansite to give chanyeol an iphone5s for his bday","NULL"
"931",1,"iphone 5s just crashed for the 4th time since i got it 9 days ago repetition of the same cheap hardware issues ive had with the mac","Europe"
"932",1,"big bonus from my mom thank you na ka iphone5sgold32gbmanifestoyslperfume the future httptco742uskeygg","Asia"
"933",1,"iphone 6 trending when i just got my 5s nice","NULL"
"934",0,"httptcosatlfhanzl much slower on gs4 chrome than iphone 5s safari open link in new incognito tab pops under also vs on top in new page","NorthAmerica"
"935",1,"big bonus from my mom thank you na ka iphone5sgold32gbmanifestoyslperfume the future httptcod1p84io8g0","Asia"
"936",1,"china mobiles iphone 5s iphone 5c set for december 18 httptco1mc9cvq19s","Europe"
"937",2,"got an iphone 5s bitches 3","NorthAmerica"
"938",0,"third iphone 5s in two weeks","Europe"
"939",0,"need a gold platted diamond iphone 5soboy no be beans oooh","Africa"
"940",2,"my sister wants an iphone 5s shes 11","Europe"
"941",3,"my phone is a fucking trip i cant wait for the 6 ima go get a 5s in a couple days","NorthAmerica"
"942",0,"finally iphone 5s home httptcoevwrlf1iiq","Asia"
"943",0,"hes coming to thailand harrods tea room from the knightsbridge by the iphone 5s love instagood httptcok6gl8yzxwz","Asia"
"944",0,"boredadidasmehahaiphone5s weekend todayblaublue dahoamzuhausehome httptcodifywbwly7","Europe"
"945",0,"there and back again on the iphone gadgets iphone5s apple smartcares igers igersmanila apps httptcogdtwkps4ou","Asia"
"946",1,"saw iphone 5s i want one ","NULL"
"947",1,"mattgranite laptopdesktop deals and iphone 5s for sprint deals","NorthAmerica"
"948",0,"for those who bought iphone 5s ure stupid","NULL"
"949",0,"in love with my new phone iphone5s 4g gold","Europe"
"950",0,"iphone 5s 64gb gold please and thank you ","Asia"
"951",1,"best thing about iphone 5s is being able to speak into your phone it types out everything for you on word powerpoint perf","Europe"
"952",2,"i have to say i am loving my iphone 5s even got it on 4g","Europe"
"953",0,"do we have iphone 5c or is just here a plastic version of iphone 5s","Asia"
"954",0,"the lake started to freeze overnight its bloody cold this morning iphone5s nature lake ice httptcohcr5hovyvh","NorthAmerica"
"955",2,"tbhtechnology gold iphone5s httptcoig8hejzrtb for my 19th birthday please","Asia"
"956",0,"and why iphone 6 is trending kesianlah yang still line up nak bli 5s tu take it slow everybody","NULL"
"957",1,"hmmm iphone 5s or galaxy note 3 gear","Asia"
"958",0,"what a lobby santiago realtime iphone5s museo nacional de bellas artes httptco3hqfjzviph","SouthAmerica"
"959",0,"the power of iphone5s dubai sunset the address downtown dubai httptcod6xzpbs7sk","Asia"
"960",1,"loving the iphone 5s want it","NorthAmerica"
"961",1,"cant wait to get a new phone man i love my 4s but im excited to get the 5s ","NorthAmerica"
"962",0,"i am getting a iphone 5s woohoo","NorthAmerica"
"963",1,"getting me new iphone 5s goldiphone","Europe"
"964",1,"proud owner of an iphone 5s apple iphone5s httptcovzhn7vagan","NorthAmerica"
"965",1,"just upgraded my phone to a gold iphone 5s cheeeeeky","Europe"
"966",1,"my momma said maybe i can get the white iphone 5s by december ","NorthAmerica"
"967",3,"had my iphone5s for 8days and ive just dropped it and cracked it","Europe"
"968",0,"paolokhayat tu veut un iphone 5s tu ma dit httptco0yrkev4uy7 if you think this will convince anyone you got another thing coming","Asia"
"969",0,"somewhere out there theres a person with a note 3 wanting an iphone 5s i hope to meet you","NorthAmerica"
"970",1,"finally i got it iphone5s httptcoszyw7ratmn","Asia"
"971",1,"my dads new company phone is an iphone 5s i am jealous beyond belief ","Europe"
"972",0,"nothing better than treating yourself fresh nikes and iphone 5s ","Europe"
"973",0,"gold iphone 5s is coming my way ","Europe"
"974",0,"i want the iphone 5s","NorthAmerica"
"975",1,"o2 iphone 5s and no none had to buy another 500 aswell fuming","Europe"
